Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Subject.descriptiveTopic,Type.typeOfResource,Rights.copyrightStatus,Subject.conceptTopic,Personal or Corporate Name.sponsor,Subject.corporateName,"Subject.Jones, Marcia : local",Subject topic,Personal or Corporate Publisher.publisherName,Personal or Corporate Name.photographer,Personal or Corporate Name.designer,Name.creator,Personal or Corporate Name.printer,Personal or Corporate Name.conceptor,Personal or Corporate Name.artist,Personal or Corporate Author,Personal or Corporate Name.musician,Personal or Corporate Name.funder,Personal or Corporate Name.other,Personal or Corporate Rights.rightsHolderName,Personal or Corporate Name.writer,Personal or Corporate Name.repository,Personal or Corporate Editor,Language,Coverage.geographic,Personal or Corporate Name.actress,Personal or Corporate Name.artDirector,Type.genre,Personal or Corporate Name.publishingDirector,Rights.permission,Personal or Corporate Name.subject,Rights.servicesContact,Alternate Identifier.local,Title,Alternate Title.other,Description.note,Publisher.placeOfOrigin,Date.creation,Format.dimensions,Alternate Title.translated,Description.inscription,Alternate Title.inscribed,Alternate Title.descriptive,Date.normalized,Relation.hasVersion,Relation.derivedFrom,Description.abstract,Opac url,Bucketeer State,IIIF Access URL,IIIF Manifest URL
AIDS Posters Collection,ark:/21198/zz0002jqh7,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/au006.tif,,,,,still image,unknown,Acquired Immunodeficiency Syndrome|~|AIDS (Disease) in women,"Frauengesundheitszentrum Graz|~|Kulturzentrum bei den Minoriten (Graz, Austria)",,,,,,,,,,,,"Hofmüller, Reni",,,,"Kanzian, Rezka|~|Köhlmeier, Gabriele",Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,ger,Austria,,,posters,,,,,AU006,"Auf einmal bin ich selbst Betroffene: Protokolle, Gespräche, Gedichte HIV-infizierter Frauen. [inscribed]",,"White and black text on red background; advertises an evening of discussions, poems, etc. by HIV-infected women, held Mar. 24, 1999, by the Kulturzentrum bei den Minoriten, in Graz, Austria.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item AU006.",[Austria],[1999?],61 x 43 cm. (24 x 17 in.),"Suddenly, I am affected myself: statements, discussions, poems of HIV-infected women.",,,,1999,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jqh7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jqh7/manifest
AIDS Posters Collection,ark:/21198/zz0002jqk8,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/au007.tif,,,,Cartoons (Commentary)|~|People,still image,unknown,"AIDS (Disease)|~|Associations, institutions, etc.--Austria|~|Acquired Immunodeficiency Syndrome",Österreichische AIDS-Hilfe,,,,,,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,ger,Austria,,,posters,,,,,AU007,AIDS braucht Hilfe. [inscribed],,"Keith Haring-like blue cartoon figure standing on a red puddle, surrounded by yellow legs (rest of these figures are cut off by the edge of the poster). Title at upper left, in bold white. Additional text at lower right, asking to support the organization, Österreichische AIDS-HILFE.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item AU007.",[Austria],[between 1987 and 2003],36 x 38 cm. (14 x 15 in.),AIDS needs help.,"Additional poster text: Leisten Sie bitte einen Beitrag zur Volksgesundheit, unterstützen Sie die Arbeit der Österreichischen AIDS-HILFE.",,,1987/2003,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jqk8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jqk8/manifest
AIDS Posters Collection,ark:/21198/zz0002jqn9,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/au008.tif,,,,AIDS (Disease)--Transmission,still image,unknown,Preventive medicine|~|Acquired Immunodeficiency Syndrome--transmission|~|AIDS (Disease)--Risk factors|~|Acquired Immunodeficiency Syndrome--prevention & control,Beratungsstelle Wien.,,,,,,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,ger,Austria,,,posters,,,,,AU008,STOP AIDS: die Übertragungsweg des AIDS-Erregers geht von... [inscribed],,"STOP goes across the top in black; AIDS across the bottom. Between the words are nine small illustrations (three rows of three each), mostly enclosed in circles, which depict the various ways HIV can be transmitted. The first 5 illustrations show what NOT to do; these are in red circles with lines through them. The last three show actions which one would NOT transmit HIV.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item AU008.",[Austria],[between 1987 and 2003],43 x 30 cm. (17 x 12 in.),STOP AIDS: transmission of the cause of AIDS happens from...,,,,1987/2003,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jqn9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jqn9/manifest
AIDS Posters Collection,ark:/21198/zz0002jqqb,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/au009.tif,,,,Persons--Caricatures and cartoons,still image,unknown,AIDS (Disease)|~|Acquired Immunodeficiency Syndrome--transmission|~|AIDS (Disease)--Transmission,AIDS-Hilfe Salzburg,,,,,,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,ger,Austria,,,posters,,,,,AU009,Schutzmassnahmen bei Kontakt mit infektiösen Flüssigkeiten [inscribed],,"Chiefly text in black and white on orange background. Title in large black letters across top; additional text follows, beginning with the information that unbroken skin prevents HIV transmission. Five small, black on white drawings in circles appear down the left side: a walking bomb, a drowning man, man cut in half by scissors, a snail, and a man with a car. Text describes how HIV is and is not transmitted.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item AU009.|~|Date on back of poster, 1999, reflects when the vendor received the copy later acquired by the UCLA Library.",Salzburg (Austria),[between 1987 and 1999],43 x 30 cm. (17 x 12 in.),Protective measures when contacting infected liquids,Additional poster text: Die intakte Haut bietet genügend Schutz vor dem Eindringen des HI-Virus.,,,1987/1999,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jqqb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jqqb/manifest
AIDS Posters Collection,ark:/21198/zz0002jqsc,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/au010.tif,,,,,still image,unknown,Preventive medicine|~|Acquired Immunodeficiency Syndrome--prevention & control,AIDS-Hilfe Salzburg,,,,,,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,ger,Austria,,,posters,,,,,AU010,Aids. Bist Du Teil der Lösung oder Teil des Problems? [inscribed],,"Large title, yellow lettering on dark pink background. Additional information is in small script, in black, across the bottom. No other images.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item AU010.|~|Date on back of poster, 1999, reflects when the vendor received the copy later acquired by the UCLA Library.",Salzburg (Austria),[between 1987 and 1999],51 x 36 cm. (20 x 14 in.),AIDS. Are you part of the solution or part of the problem?,Aidshilfe Salzburg. Gabelsbergerstrasse 20. Tel. 0662/88 14 88,,,1987/1999,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jqsc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jqsc/manifest
AIDS Posters Collection,ark:/21198/zz0002jqvd,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/au011.tif,,,,,still image,unknown,Social conditions|~|AIDS (Disease)--Social aspects|~|Acquired Immunodeficiency Syndrome--prevention & control,AIDS-Hilfe Salzburg,,,,,,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,ger,Austria,,,posters,,,,,AU011,Aids. Deine Sorglosigkeit macht mich krank. [inscribed],,"Title in blue lettering on dark pink background. Additional information in small, black type across the bottom. No other images.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item AU011.|~|Date on back of poster, 1999, reflects when the vendor received the copy later acquired by the UCLA Library.",Salzburg (Austria),[between 1987 and 1999],51 x 36 cm. (20 x 14 in.),AIDS. Your carelessness makes me ill.,Additional poster text: Aidshilfe Salzburg. Gabelsbergerstrasse 20. Tel.: 0662/88 14 88.,,,1987/1999,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jqvd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jqvd/manifest
AIDS Posters Collection,ark:/21198/zz0002jqxf,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/au012.tif,,,,Crowds,still image,unknown,Social conditions|~|AIDS (Disease)--Social aspects|~|Acquired Immunodeficiency Syndrome--prevention & control,Steirische AIDS-Hilfe,,,,,,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,ger,Austria,,,posters,,,,,AU012,Vor dem Virus sind alle gleich. [inscribed],,"Photo of crowd of approx. 50 people, various ages, ethnicities, etc., on grey background. Title in white, cursive script below the image. Additional information in small, white script across the bottom.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item AU012.|~|Date on back of poster, 1999, reflects when the vendor received the copy later acquired by the UCLA Library.",Graz (Austria),[between 1987 and 1999],64 x 43 cm. (25 x 17 in.),"Before the virus, all are equal.","Additional poster text: Schmiedgasse 38, 8010 Graz. Tel. 0316/815050, Fax 0316/837749. Offnungszeiten: Mo, Mi: 11.00-13.00 Uhr; Di, Do, Fr: 17.00-19.00 UhrHIV-Antikörperbestimmung (anonym und kostenlos) Di, Do 17.00-19.00 Uhr",,,1987/1999,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jqxf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jqxf/manifest
AIDS Posters Collection,ark:/21198/zz0002jr0z,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/au013.tif,,,,Exhibition posters|~|Families,still image,unknown,Acquired Immunodeficiency Syndrome--Exhibitions|~|AIDS (Disease)--Exhibitions,"Arbeitsweltmuseum (Steyr, Austria)|~|Österreichische AIDS-Hilfe",,,,,,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,ger,Austria,,,posters,,,,,AU013,Sondermüll-Mensch. [inscribed],,"Sepia photograph of a man holding two young children in his arms, a boy and a girl. It is night. Background appears to be a fabric of some sort (a sheet?). Poster is for an exhibit held at the Arbeitsweltmuseum in Speyr, Austria, Nov. 1-30, 1996.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item AU013.",[Austria],[1996?],48 x 69 cm. (19 x 27 in.),Special garbage person.,"Additional poster text: Ausstellung, Aidshilfe OÖ, Arbeitsweltmuseum, Steyr, 1.-30. November 1996.",,,1996,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jr0z,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jr0z/manifest
AIDS Posters Collection,ark:/21198/zz0002jr20,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/au014.tif,,,,Blood|~|Hand|~|People,still image,unknown,Acquired Immunodeficiency Syndrome|~|AIDS (Disease)--Social aspects|~|Social networks|~|AIDS (Disease)--Transmission,Österreichische AIDS-Hilfe,,,,,,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,ger,Austria,,,posters,,,,,AU014,AIDS braucht Mit-Arbeit [inscribed],,"Ink drawing. Red human wearing a blue coat, curled up into a ball, sitting in a pool of blood, on a large, outstretched yellow hand. Image is in a style similar to that of the artist Keith Haring. Title across top. Additional information in a box near the lower right.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item AU014.",[Austria],[between 1987 and 2003],61 x 43 cm. (24 x 17 in.),AIDS requires working together,"Additional poster text: Die Infektion führt in den meisten Fällen in die Isolation. Zum sozialen Tod. Menschen, die mit dem AIDS-Virus infiziert sind, brauchen unsere Hilfe. AIDS kann nicht durch soziale Kontakte übertragen werden. Auch nicht am Arbeitsplatz. Information ist Wissen. Wissen nimmt die Angst. Nur ohne Angst ist es möglich, Menschen mit AIDS am sozialen Leben teilnehmen zu lassen. Mehr darüber im AIDS-Ratgeber für Alle. Erhältlich bei der Österreichischen AIDS-Hilfe (Spendenkonto P.S.K. 7939.600)|~|Translation of additional poster text: Having AIDS or being HIV-positive causes social isolation. People with AIDS or HIV infection need our help. AIDS cannot be caused by casual contact, even at work. Knowledge is power, takes away fear. More information available in a brochure from Österreichische AIDS-Hilfe.",,,1987/2003,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jr20,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jr20/manifest
AIDS Posters Collection,ark:/21198/zz0002jr41,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/au015.tif,,,,Boxes|~|Condoms,still image,unknown,Safe sex in AIDS prevention|~|Safe Sex|~|Acquired Immunodeficiency Syndrome--prevention & control,AIDS-Hilfe,,,,,"Matha, Peter","Eberhart, Reinhard",,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,ger,Austria,,,posters,,,,,AU015,Wochenendration. [inscribed],,"Large, see-through plexiglass box filled with condoms of many different colors, especially blue, white, red. Title appears across the front of the box. Additional information in small letters across the bottom.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item AU015.",[Austria?],1993,71 x 99 cm. (28 x 39 in.),Weekend ration.,"Additional poster text: cre 1993, 1. Auflage 5.000 Stück, Foto: Peter Matha, Idee: Reinhard Eberhart, gewidmet: AIDS Hilfe",,,1993,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jr41,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jr41/manifest
AIDS Posters Collection,ark:/21198/zz0002jr62,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/au016.tif,,,,Nudes|~|Condoms,still image,unknown,Safe sex in AIDS prevention|~|Sadomasochism|~|Safe Sex|~|Acquired Immunodeficiency Syndrome--prevention & control,Austria. Bundesministerium für Soziale Sicherheit und Generationen. Staatssekretariat Gesundheit|~|AIDS-Hilfe Wien|~|Aboriginal Health Workers of Australia (Queensland),,,,,,,,Druckerei Ketterl|~|Firma Reprodata,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,ger,Austria,,,posters,,,,,AU016,Neue Freiheit. Komm mit [inscribed],,"Muscular, slender, nude woman standing behind kneeling muscular, slender, nude man. View of woman is from chest downward. Man has mask across his eyes, concealing most of his face. His head is directly in front of the woman's genitals. Woman has whip in her hands, is holding it across the man's left shoulder and chest. Title runs across man's thigh, which is folded across his groin, hiding his genitals. Condom in wrapper appears on lower right side.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item AU016.",[Austria],[between 1987 and 2003],86 x 61 cm. (34 x 24 in.),New freedom. Come along,"Additional poster text: Bitte unterstützen Sie die Aids Hilfe Wien: Kto. Nr. 240 115 606/00, BLZ 12.000. Wir bedanken uns herzlich für die freundliche Unterstützung bei: Andreas H. Bitesnich, Druckerei Ketterl und Firma Reprodata. Gefördert aus Mitteln des Bundesministeriums für Soziale Sicherheit und Generationen/Staatssekretariat Gesundheit.",,,1987/2003,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jr62,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jr62/manifest
AIDS Posters Collection,ark:/21198/zz0002jr83,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/au017.tif,,,,Nudes|~|Women,still image,unknown,AIDS (Disease)--Prevention|~|Acquired Immunodeficiency Syndrome--prevention & control,AIDS-Hilfe Wien,,,,,,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,ger,Austria,"Winkens, Elke",,posters,,,,,AU017,Neue Liebe. Komm mit [inscribed],,"Nude woman, pictured from head to just below waist, standing sideways, arms covering her breasts. Woman is looking directly at you. Name Elke Winkens appears near bottom of illustration. Small illustration of condom, pictured on lower right side.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item AU017.",[Austria],[between 1987 and 2003],86 x 61 cm. (34 x 24 in.),New love. Come along,,,,1987/2003,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jr83,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jr83/manifest
AIDS Posters Collection,ark:/21198/zz0002jrb4,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/au018.tif,,,,Nudes|~|Men|~|Gay men,still image,unknown,AIDS (Disease)--Prevention|~|Acquired Immunodeficiency Syndrome--prevention & control,AIDS-Hilfe Wien,,,,,,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,ger,Austria,,,posters,,,,,AU018,Neue Leidenschaft. Komm mit [inscribed],,"Two slender, muscular nude men: one standing; the second, kneeling in front of the first, with his arms wrapped around the standing man's waist. The kneeling man's face rests against the standing man's chest; his eyes are closed. The standing man is seen only from the nose to the knees. The kneeling man's arm covers the standing man's genitals. Image of condom appears on lower right side.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item AU018.",[Austria],[between 1987 and 2003],86 x 61 cm. (34 in. x 24 in.),New passion. Come along,,,,1987/2003,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002jrb4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002jrb4/manifest
